No.,식품명,제조사,조사년도,식품분류,식품군,식품코드,자료원,1회제공량,에너지(Kcal),단백질,지질,탄수화물,총당류,나트륨,콜레스테롤,총 포화 지방산,트랜스 지방산
163,뽀로로와 친구들 치즈,상일식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00314,식약처(가공식품)NFPF,65g,335,-,-,-,10,250,-,8,0
164,땅콩강정,오리온,2016,가공식품,"과자류, 빵류 또는 떡류",P00315,식약처(가공식품)NFPF,80g,373,-,-,-,21,220,-,1.7,0
165,태양의 맛! 썬 오리지널,오리온,2016,가공식품,"과자류, 빵류 또는 떡류",P00316,식약처(가공식품)NFPF,65g,332,-,-,-,5,280,-,6,0
166,명인명작 도라야끼 통단팥,삼립식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00317,식약처(가공식품)NFPF,60g,172,-,-,-,23,105,-,0,0
167,누네띠네,삼립식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00318,식약처(가공식품)NFPF,45g,209,-,-,-,7,120,-,4.5,0
168,또띠아,남향푸드또띠아㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00320,식약처(가공식품)NFPF,80g,239,-,-,-,0,587,-,2.6,0
169,샤니 꿀호떡 요요,㈜샤니,2016,가공식품,"과자류, 빵류 또는 떡류",P00321,식약처(가공식품)NFPF,71g,204,-,-,-,4,160,-,0.9,0
170,통단팥이 가득 단팥빵,삼립식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00322,식약처(가공식품)NFPF,85g,248,-,-,-,19,-,-,-,0
171,킴스클럽 통밀과자,㈜맘모스제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00323,식약처(가공식품)NFPF,50g,195,-,-,-,10,60,-,0.8,0
172,호두 브레드,에스피엘㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00324,식약처(가공식품)NFPF,73g,205,-,-,-,4,310,-,2,0
173,우유듬뿍 굿모닝 롤,㈜파리크라상 성남제2공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00325,식약처(가공식품)NFPF,50g,140,-,-,-,6,180,-,1.8,0.5
174,아침빵,㈜한살림우리밀제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00326,식약처(가공식품)NFPF,100g,285,-,-,-,8,220,-,1.4,0.1
175,일반만주세트 8호,㈜박찬회화과자,2016,가공식품,"과자류, 빵류 또는 떡류",P00327,식약처(가공식품)NFPF,40g,131,-,-,-,15,75.8,-,1,0
176,뽀로로와 친구들 플레인,상일식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00340,식약처(가공식품)NFPF,65g,335,-,-,-,10,250,-,8,0
177,통큰 국내산17곡 크리스피롤,개미식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00342,식약처(가공식품)NFPF,30g,155,-,-,-,3,65,-,3.9,0
178,호두파이,㈜만천네이처푸드,2016,가공식품,"과자류, 빵류 또는 떡류",P00344,식약처(가공식품)NFPF,66g,275,-,-,-,15,65,-,4.4,0
179,나는 새우다 스위트칠리맛,빙그레,2016,가공식품,"과자류, 빵류 또는 떡류",P00345,식약처(가공식품)NFPF,30g,160,-,-,-,1.3,180,-,3,0
180,버터 ＆ 치즈 팝콘,대한푸드텍,2016,가공식품,"과자류, 빵류 또는 떡류",P00346,식약처(가공식품)NFPF,90g,130,-,-,-,5,85,-,1.2,0
181,왕찰옥 강냉이,우리식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00347,식약처(가공식품)NFPF,30g,123,-,-,-,3.7,29,-,0.2,0
182,고구미,새롬식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00348,식약처(가공식품)NFPF,26.5g,116,-,-,-,4,3,-,0.6,0
183,월병 호두맛,㈜유스코,2016,가공식품,"과자류, 빵류 또는 떡류",P00349,식약처(가공식품)NFPF,70g,225,-,-,-,27,33,-,2,0
184,아이배넷 베베 곡물친구 치즈,개미식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00350,식약처(가공식품)NFPF,10g,49,-,-,-,0.6,20,-,1,0
185,새우깡,농심,2016,가공식품,"과자류, 빵류 또는 떡류",P00358,식약처(가공식품)NFPF,45g,225,-,-,-,1,260,-,3.6,0
186,베이컨 피자파이,하나푸드,2016,가공식품,"과자류, 빵류 또는 떡류",P00360,식약처(가공식품)NFPF,160g,430,-,-,-,5,780,-,13,0
187,빠니니 치아바타,빠니니코리아㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00361,식약처(가공식품)NFPF,80g,249.85,-,-,-,3.22,194.4,-,0,0
188,아이밀크,이앤에스㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00362,식약처(가공식품)NFPF,9g,40,-,-,-,4,30,-,0.5,0
189,쏠라C정 오렌지 맛,고려은단㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00366,식약처(가공식품)NFPF,10g,40,-,-,-,7,0,-,0,0
190,크림애크림 땅콩,롯데제과㈜수원공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00367,식약처(가공식품)NFPF,90g,347,-,-,-,12,240,-,7,0
191,팜온더로드 토마토탱글 젤리,대웅㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00368,식약처(가공식품)NFPF,10.8g,35,-,-,-,6,0,-,0,0
192,우리쌀로 구운 땅콩전병,진협제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00372,식약처(가공식품)NFPF,30g,130,-,-,-,13,75,-,1.5,0
193,폭신폭신 말랑카우 코팅,대웅㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00373,식약처(가공식품)NFPF,10.5g,45,-,-,-,7,30,-,1.1,0
194,땅콩 오징어볼,㈜우농,2016,가공식품,"과자류, 빵류 또는 떡류",P00375,식약처(가공식품)NFPF,38g,181,-,-,-,2,133,-,3,0
195,건포도 듬뿍 건포도 롤빵,아워홈,2016,가공식품,"과자류, 빵류 또는 떡류",P00378,식약처(가공식품)NFPF,70g,235,-,-,-,16,250,-,3,0
196,로얄 브라우니 랑그드샤 II,로얄제과㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00379,식약처(가공식품)NFPF,30g,168,-,-,-,8,27,-,8,0
197,밀크카라멜,㈜한샘식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00381,식약처(가공식품)NFPF,10g,40,-,-,-,5.6,25,-,0.9,0
198,생강 미니전병,주미제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00387,식약처(가공식품)NFPF,30g,135,-,-,-,12,37,-,1.5,0
199,우유식빵,㈜현대그린푸드,2016,가공식품,"과자류, 빵류 또는 떡류",P00393,식약처(가공식품)NFPF,105g,297,-,-,-,6,408,-,7,0
200,PS-I 피자도우,㈜서울푸드시스템,2016,가공식품,"과자류, 빵류 또는 떡류",P00396,식약처(가공식품)NFPF,100g,328,-,-,-,0.3,78.5,-,0.18,0
201,옛날 핫도그,㈜미가식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00397,식약처(가공식품)NFPF,125g,307,-,-,-,7,486,-,4,0.2
202,치즈피자 골드,㈜조흥,2016,가공식품,"과자류, 빵류 또는 떡류",P00400,식약처(가공식품)NFPF,127g,365,-,-,-,3,620,-,4.5,0
203,시나몬&레몬쿠키,㈜파리크라상제5공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00401,식약처(가공식품)NFPF,30g,140,-,-,-,4,55,-,5,0.5
204,New종합캔디,㈜맛고을식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00402,식약처(가공식품)NFPF,16g,65,-,-,-,11,10,-,0,0
205,초코아몬드쿠키,조이푸드,2016,가공식품,"과자류, 빵류 또는 떡류",P00404,식약처(가공식품)NFPF,30g,146,-,-,-,9,95,-,4,0
206,클레식 플레인 치즈케익,㈜발레리코리아,2016,가공식품,"과자류, 빵류 또는 떡류",P00406,식약처(가공식품)NFPF,75g,294,-,-,-,11.8,158.6,-,13,0
207,뜯어먹는 밤빵,㈜푸드코아,2016,가공식품,"과자류, 빵류 또는 떡류",P00407,식약처(가공식품)NFPF,120g,405,-,-,-,21,400,-,3,0
208,수제 소프트 크랜베리쿠키,㈜씨케이하우스,2016,가공식품,"과자류, 빵류 또는 떡류",P00408,식약처(가공식품)NFPF,40g,165,-,-,-,10,140,-,2,0
209,쏘야빵,구스F&B㈜3공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00409,식약처(가공식품)NFPF,70g,198.2,-,-,-,4.5,280,-,1.4,0
210,키도 크리미버터향 크래커 샌드위치,㈜제일훼밀리,2016,가공식품,"과자류, 빵류 또는 떡류",P00411,식약처(가공식품)NFPF,15g,75,-,-,-,3,65,-,2.5,0
211,올리렉스 로젠지,고궁,2016,가공식품,"과자류, 빵류 또는 떡류",P00412,식약처(가공식품)NFPF,8g,20,-,-,-,0,0,-,0,0
212,스위트앤젤 파인,오뚜기,2016,가공식품,"과자류, 빵류 또는 떡류",P00414,식약처(가공식품)NFPF,90g,70,-,-,-,17,105,-,0,0
213,우리밀 까망베르케이크,㈜SRC,2016,가공식품,"과자류, 빵류 또는 떡류",P00415,식약처(가공식품)NFPF,60g,94,-,-,-,7,86,-,3,0
214,색 마카로니튀김과자,성부식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00418,식약처(가공식품)NFPF,50g,219,-,-,-,0,275,-,2.4,0
215,애플 시나몬 와퍼스틱,㈜월드팜스,2016,가공식품,"과자류, 빵류 또는 떡류",P00419,식약처(가공식품)NFPF,50g,247,-,-,-,22,101,-,4.7,0
216,엠-오이칼 살베이,제제파크㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00420,식약처(가공식품)NFPF,13g,48,-,-,-,12,10,-,0,0
217,나나코 스트로베리 바나나 푸딩,㈜비에스글로벌코리아,2016,가공식품,"과자류, 빵류 또는 떡류",P00421,식약처(가공식품)NFPF,108g,86,-,-,-,18,15,-,0,0
218,고르곤졸라 피자,㈜피자코리아,2016,가공식품,"과자류, 빵류 또는 떡류",P00422,식약처(가공식품)NFPF,60g,140,-,-,-,4,210,-,2.2,0
219,마이스터 카스텔라 핫도그,㈜오뗄,2016,가공식품,"과자류, 빵류 또는 떡류",P00423,식약처(가공식품)NFPF,80g,225,-,-,-,5,410,-,3.9,0
220,치즈 소프트 베이글,던킨도너츠,2016,가공식품,"과자류, 빵류 또는 떡류",P00424,식약처(가공식품)NFPF,60g,195,-,-,-,4,510,-,2.5,0
221,인절미 스낵,한일제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00425,식약처(가공식품)NFPF,30g,175,-,-,-,5,70,-,5,-
222,우리쌀 누룽지,참좋은식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00426,식약처(가공식품)NFPF,30g,114,-,-,-,0,9,-,0,0
223,현미 대롱강정,조은제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00427,식약처(가공식품)NFPF,30g,120,-,-,-,7,5,-,0.3,0
224,콘아몬드쿠키,㈜제이앤비식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00429,식약처(가공식품)NFPF,30g,140,-,-,-,8,50,-,4,0
225,맘스케어 무농약 쌀나초,㈜프로엠,2016,가공식품,"과자류, 빵류 또는 떡류",P00436,식약처(가공식품)NFPF,35g,135,-,-,-,0,30,-,0,0
226,버터 카스테라,홈플러스베이커리㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00441,식약처(가공식품)NFPF,70g,226,-,-,-,16,220,-,4,0
227,베다 체다 롤베이크,하나푸드,2016,가공식품,"과자류, 빵류 또는 떡류",P00447,식약처(가공식품)NFPF,110g,290,-,-,-,1,490,-,6,0
228,꽃빵(화권),하이얀식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00448,식약처(가공식품)NFPF,150g,435,-,-,-,16,85,-,1.1,0
229,우유칼슘 모닝빵,㈜신라명과,2016,가공식품,"과자류, 빵류 또는 떡류",P00449,식약처(가공식품)NFPF,52g,150,-,-,-,3,260,-,1,0
230,쌀로 만든 촉촉한 롤케익,㈜케익드라마,2016,가공식품,"과자류, 빵류 또는 떡류",P00450,식약처(가공식품)NFPF,90g,210,-,-,-,15,95,-,6,0
231,덕유당 덧재 한과,덕유당덧재한과,2016,가공식품,"과자류, 빵류 또는 떡류",P00561,식약처(가공식품)NFPF,100g,443,-,-,-,-,-,-,-,-
232,옛날 밤만쥬,호남샤니,2016,가공식품,"과자류, 빵류 또는 떡류",P00576,식약처(가공식품)NFPF,75g,251,-,-,-,20,130,-,0.5,0
233,다이제,㈜오리온 제2익산공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00577,식약처(가공식품)NFPF,52g,251,-,-,-,9,340,-,6,0.5
234,사브레,해태제과식품㈜광주공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00578,식약처(가공식품)NFPF,35g,170,-,-,-,10,65,-,4.3,0
235,사과맛쿠키,호남샤니,2016,가공식품,"과자류, 빵류 또는 떡류",P00581,식약처(가공식품)NFPF,32g,128,-,-,-,2,100,-,1.9,0
236,허니 아몬드 크래커,훼미리식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00583,식약처(가공식품)NFPF,22g,110,-,-,-,4,80,-,1.9,0
237,피코크 엄마기준 와플미 단호박,흥양산업㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00593,식약처(가공식품)NFPF,20g,95,-,-,-,5,70,-,1.9,0
238,쫀득쫀득 참붕어빵,㈜오리온 제2익산공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00594,식약처(가공식품)NFPF,58g,247,-,-,-,23,140,-,5,0
239,우리아이 착한새우,풍전나이스제과㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00597,식약처(가공식품)NFPF,30g,140,-,-,-,2,160,-,0.3,0
240,유기농 든든한 아침 고소한 시리얼,㈜산들촌,2016,가공식품,"과자류, 빵류 또는 떡류",P00598,식약처(가공식품)NFPF,35g,151,-,-,-,9,71,-,0.6,0
241,아마렛 감귤,㈜제키스제2공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00600,식약처(가공식품)NFPF,40g,150,-,-,-,12,59,-,3,0
242,팜온더로드 블루베리 스노우젤리,흥양산업㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00609,식약처(가공식품)NFPF,14.4g,45,-,-,-,9,0,-,0,0
243,오뜨 프로마즈,㈜오리온 제2익산공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00610,식약처(가공식품)NFPF,24g,110,-,-,-,8,75,-,4.3,-
244,버터링소프트,훼미리식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00612,식약처(가공식품)NFPF,25g,130,-,-,-,5,55,-,4.3,0
245,아마렛 듀오,㈜제키스,2016,가공식품,"과자류, 빵류 또는 떡류",P00613,식약처(가공식품)NFPF,40g,150,-,-,-,12,59,-,3,0
246,우리아이 쌀튀밥,㈜산들촌,2016,가공식품,"과자류, 빵류 또는 떡류",P00615,식약처(가공식품)NFPF,30g,110,-,-,-,0,0,-,0,0
247,땅콩그래,해태제과식품㈜광주공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00624,식약처(가공식품)NFPF,35g,170,-,-,-,7,170,-,3,0
248,쌀엔 고구마쿠키,순천우리밀제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00627,식약처(가공식품)NFPF,30g,155,-,-,-,6,65,-,3.7,0
249,쌀엔 허니 코코넛쿠키,순천우리밀제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00628,식약처(가공식품)NFPF,30g,165,-,-,-,6,40,-,4.6,0
250,땅콩전병,㈜농업회사법인쿱베이커리,2016,가공식품,"과자류, 빵류 또는 떡류",P00630,식약처(가공식품)NFPF,30g,130,-,-,-,11,30,-,0.6,0
251,후르츠 믹스볼,도울바이오푸드영농조합법인,2016,가공식품,"과자류, 빵류 또는 떡류",P00640,식약처(가공식품)NFPF,30g,116,-,-,-,4,64,-,0.2,0
252,쌀강정,춘향골전통한과,2016,가공식품,"과자류, 빵류 또는 떡류",P00643,식약처(가공식품)NFPF,100g,410,-,-,-,10,55,-,-,-
253,수제 화이트 초코파이,하나식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00644,식약처(가공식품)NFPF,90g,458.5,-,-,-,20,68,-,18,0
254,수제 전주우리 초코파이,하나식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00645,식약처(가공식품)NFPF,90g,453.24,-,-,-,25.11,73.17,-,10.8,0
255,마늘바게트,㈜광일식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00649,식약처(가공식품)NFPF,40g,185,-,-,-,6,200,-,2.5,0
256,감귤비타C,㈜메이드인제주,2016,가공식품,"과자류, 빵류 또는 떡류",P00653,식약처(가공식품)NFPF,9g,33,-,-,-,7,0,-,0,0
257,크림롤케익,궁전제과㈜두암지점,2016,가공식품,"과자류, 빵류 또는 떡류",P00654,식약처(가공식품)NFPF,100g,341,-,-,-,32,105,-,10,0.5
258,카스텔라,궁전제과㈜두암지점,2016,가공식품,"과자류, 빵류 또는 떡류",P00655,식약처(가공식품)NFPF,100g,306,-,-,-,11,106,-,6,0.5
259,참참만쥬,호남샤니,2016,가공식품,"과자류, 빵류 또는 떡류",P00656,식약처(가공식품)NFPF,64g,141,-,-,-,22,115,-,0,0
260,오믈렛 케익,평화제과,2016,가공식품,"과자류, 빵류 또는 떡류",P00658,식약처(가공식품)NFPF,53g,188,-,-,-,22,105,-,4.7,0
261,우리밀 수제 초코파이,㈜강동오케익,2016,가공식품,"과자류, 빵류 또는 떡류",P00659,식약처(가공식품)NFPF,50g,261.5,-,-,-,16.78,46.31,-,9.78,0.14
262,우리밀 수제 화이트초코파이,㈜강동오케익,2016,가공식품,"과자류, 빵류 또는 떡류",P00660,식약처(가공식품)NFPF,80g,418.4,-,-,-,30.68,78.27,-,15.86,0.08
263,밀크 생과자,㈜화과방,2016,가공식품,"과자류, 빵류 또는 떡류",P00661,식약처(가공식품)NFPF,40g,130,-,-,-,14,30,-,1.7,0
264,치즈 생과자,㈜화과방,2016,가공식품,"과자류, 빵류 또는 떡류",P00662,식약처(가공식품)NFPF,40g,120,-,-,-,8,40,-,1.7,0
265,남양 유기농 쌀과자 아기꼬야 7개월부터,㈜산들촌,2016,가공식품,"과자류, 빵류 또는 떡류",P00677,식약처(가공식품)NFPF,26g,100,-,-,-,0,5,-,0,0
266,무등산 빵 서석대,베비에르에프앤비,2016,가공식품,"과자류, 빵류 또는 떡류",P00682,식약처(가공식품)NFPF,30g,120,-,-,-,9,51,-,3.9,0
267,무등산 빵 호랑이,베비에르에프앤비,2016,가공식품,"과자류, 빵류 또는 떡류",P00683,식약처(가공식품)NFPF,30g,129,-,-,-,8,46,-,5,0
268,단호박 구운과자,우리밀콩두부과자,2016,가공식품,"과자류, 빵류 또는 떡류",P00685,식약처(가공식품)NFPF,25g,95,-,-,-,7,50,-,0,0
269,우리밀 크랜베리 모닝빵,완주줌마뜨레제과제빵생산자협동조합,2016,가공식품,"과자류, 빵류 또는 떡류",P00686,식약처(가공식품)NFPF,260g,810,-,-,-,9,55,-,0.8,0
270,으뜸빵 꽈배기,오복골식품1호,2016,가공식품,"과자류, 빵류 또는 떡류",P00687,식약처(가공식품)NFPF,50g,155,-,-,-,2,70,-,1.4,0
271,우리 찹쌀 팥 도넛,우리밀콩두부과자,2016,가공식품,"과자류, 빵류 또는 떡류",P00688,식약처(가공식품)NFPF,70g,160,-,-,-,2,250,-,0,0
272,버터 롤,완주줌마뜨레제과제빵생산자협동조합,2016,가공식품,"과자류, 빵류 또는 떡류",P00689,식약처(가공식품)NFPF,30g,105,-,-,-,2,60,-,2.3,0
273,우리밀 찐빵,엄마식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00690,식약처(가공식품)NFPF,80g,155,-,-,-,3,170,-,0,0
274,통밀 식빵,이웃린,2016,가공식품,"과자류, 빵류 또는 떡류",P00691,식약처(가공식품)NFPF,95g,245,-,-,-,7,6,-,0,0
275,현미 식빵,이웃린,2016,가공식품,"과자류, 빵류 또는 떡류",P00692,식약처(가공식품)NFPF,95g,263,-,-,-,17,13,-,3,0
276,쌀 식빵,푸드인완주마더쿠키,2016,가공식품,"과자류, 빵류 또는 떡류",P00693,식약처(가공식품)NFPF,60g,169,-,-,-,2,210,-,2,0
277,쌀 모닝빵,푸드인완주마더쿠키,2016,가공식품,"과자류, 빵류 또는 떡류",P00694,식약처(가공식품)NFPF,64g,185,-,-,-,5,210,-,2,0
278,웰 핫도그 스위트,하림,2016,가공식품,"과자류, 빵류 또는 떡류",P00696,식약처(가공식품)NFPF,70g,170,-,-,-,5,360,-,3,0
279,흑미 핫도그,하림,2016,가공식품,"과자류, 빵류 또는 떡류",P00697,식약처(가공식품)NFPF,50g,110,-,-,-,3,228,-,2,0
280,피자 소시지빵,㈜광일식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00698,식약처(가공식품)NFPF,115g,350,-,-,-,13,565,-,4.4,0
281,허니통통,해태제과식품㈜청주공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00699,식약처(가공식품)NFPF,30g,160,-,-,-,3,130,-,3.7,0
282,헬로 코코몽 유기농버터쿠키,㈜미미제과식품제1공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00700,식약처(가공식품)NFPF,33g,161,-,-,-,8,51,-,4,0
283,크라운 츄러스,㈜크라운제과 아산공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00701,식약처(가공식품)NFPF,30g,155,-,-,-,7,75,-,2.7,0
284,뻥이요,서울식품공업㈜,2016,가공식품,"과자류, 빵류 또는 떡류",P00702,식약처(가공식품)NFPF,45g,220,-,-,-,12,30,-,3,0
285,갈릭버터 팝콘,㈜제이앤이 아산공장,2016,가공식품,"과자류, 빵류 또는 떡류",P00703,식약처(가공식품)NFPF,30g,140,-,-,-,2,165,-,-,0
286,행복우리 현미스낵,행복우리식품,2016,가공식품,"과자류, 빵류 또는 떡류",P00704,식약처(가공식품)NFPF,23g,90.8,-,-,-,0,7.4,-,0,0
